breed_id,breed_name,group,registry,size,origin,min_photos_needed,photos_collected,photos_annotated,status,source_link,license_type,partner_source,collection_priority,last_updated,notes
BR_0239,Xolo (Mexican Hairless) Variant 239,Non-Sporting,FCI,Medium,Mexico,500,11,192,not_started,,,,medium,2025-06-30,
BR_0240,Norwegian Lundehund Variant 240,Hound,FCI,Small,Norway,500,539,80,complete,,,,medium,2025-06-30,
BR_0241,Telomian Variant 241,Primitive,Rare,Medium,Malaysia,500,343,243,in_progress,,,,low,2025-06-30,
BR_0242,Carolina Dog Variant 242,Primitive,UKC,Medium,USA,500,125,211,in_progress,,,,medium,2025-06-30,
BR_0243,Golden Retriever Variant 243,Sporting,AKC,Large,Scotland,500,306,12,in_progress,,,,high,2025-06-30,
BR_0244,Labrador Retriever Variant 244,Sporting,AKC,Large,Newfoundland,500,355,85,in_progress,,,,high,2025-06-30,
BR_0245,Pointer Variant 245,Sporting,AKC,Large,England,500,434,295,in_progress,,,,high,2025-06-30,
BR_0246,English Setter Variant 246,Sporting,AKC,Large,England,500,198,146,in_progress,,,,high,2025-06-30,
BR_0247,Irish Setter Variant 247,Sporting,AKC,Large,Ireland,500,527,267,complete,,,,high,2025-06-30,
BR_0248,German Shepherd Variant 248,Herding,AKC,Large,Germany,500,557,53,complete,,,,high,2025-06-30,
BR_0249,Siberian Husky Variant 249,Working,AKC,Large,Siberia,500,114,106,in_progress,,,,high,2025-06-30,
BR_0250,Rottweiler Variant 250,Working,AKC,Large,Germany,500,233,158,in_progress,,,,high,2025-06-30,
BR_0251,Doberman Pinscher Variant 251,Working,AKC,Large,Germany,500,442,120,in_progress,,,,high,2025-06-30,
BR_0252,Great Dane Variant 252,Working,AKC,Giant,Germany,500,490,3,in_progress,,,,high,2025-06-30,
BR_0253,Beagle Variant 253,Hound,AKC,Medium,England,500,471,206,in_progress,,,,medium,2025-06-30,
BR_0254,Bloodhound Variant 254,Hound,AKC,Large,Belgium,500,256,34,in_progress,,,,medium,2025-06-30,
BR_0255,Greyhound Variant 255,Hound,AKC,Large,Ancient,500,449,216,in_progress,,,,medium,2025-06-30,
BR_0256,Basset Hound Variant 256,Hound,AKC,Medium,France,500,283,270,in_progress,,,,medium,2025-06-30,
BR_0257,Chihuahua Variant 257,Toy,AKC,Toy,Mexico,500,492,61,in_progress,,,,medium,2025-06-30,
BR_0258,Pug Variant 258,Toy,AKC,Small,China,500,22,181,not_started,,,,medium,2025-06-30,
BR_0259,Yorkshire Terrier Variant 259,Toy,AKC,Toy,England,500,315,154,in_progress,,,,medium,2025-06-30,
BR_0260,French Bulldog Variant 260,Non-Sporting,AKC,Small,France,500,394,291,in_progress,,,,medium,2025-06-30,
BR_0261,Poodle Variant 261,Non-Sporting,AKC,Large,Germany,500,270,107,in_progress,,,,medium,2025-06-30,
BR_0262,Boston Terrier Variant 262,Non-Sporting,AKC,Small,USA,500,62,292,not_started,,,,medium,2025-06-30,
BR_0263,Border Collie Variant 263,Herding,AKC,Medium,Scotland,500,580,242,complete,,,,high,2025-06-30,
BR_0264,Australian Shepherd Variant 264,Herding,AKC,Medium,USA,500,420,88,in_progress,,,,high,2025-06-30,
BR_0265,Lagotto Romagnolo Variant 265,Sporting,FCI,Medium,Italy,500,566,70,complete,,,,high,2025-06-30,
BR_0266,Xolo (Mexican Hairless) Variant 266,Non-Sporting,FCI,Medium,Mexico,500,39,279,not_started,,,,medium,2025-06-30,
BR_0267,Norwegian Lundehund Variant 267,Hound,FCI,Small,Norway,500,97,32,not_started,,,,medium,2025-06-30,
BR_0268,Telomian Variant 268,Primitive,Rare,Medium,Malaysia,500,584,39,complete,,,,low,2025-06-30,
BR_0269,Carolina Dog Variant 269,Primitive,UKC,Medium,USA,500,487,157,in_progress,,,,medium,2025-06-30,
BR_0270,Golden Retriever Variant 270,Sporting,AKC,Large,Scotland,500,262,249,in_progress,,,,high,2025-06-30,
BR_0271,Labrador Retriever Variant 271,Sporting,AKC,Large,Newfoundland,500,4,100,not_started,,,,high,2025-06-30,
BR_0272,Pointer Variant 272,Sporting,AKC,Large,England,500,174,61,in_progress,,,,high,2025-06-30,
BR_0273,English Setter Variant 273,Sporting,AKC,Large,England,500,34,287,not_started,,,,high,2025-06-30,
BR_0274,Irish Setter Variant 274,Sporting,AKC,Large,Ireland,500,56,254,not_started,,,,high,2025-06-30,
BR_0275,German Shepherd Variant 275,Herding,AKC,Large,Germany,500,516,59,complete,,,,high,2025-06-30,
BR_0276,Siberian Husky Variant 276,Working,AKC,Large,Siberia,500,408,295,in_progress,,,,high,2025-06-30,
BR_0277,Rottweiler Variant 277,Working,AKC,Large,Germany,500,288,119,in_progress,,,,high,2025-06-30,
BR_0278,Doberman Pinscher Variant 278,Working,AKC,Large,Germany,500,196,141,in_progress,,,,high,2025-06-30,
BR_0279,Great Dane Variant 279,Working,AKC,Giant,Germany,500,81,253,not_started,,,,high,2025-06-30,
BR_0280,Beagle Variant 280,Hound,AKC,Medium,England,500,543,249,complete,,,,medium,2025-06-30,
BR_0281,Bloodhound Variant 281,Hound,AKC,Large,Belgium,500,415,274,in_progress,,,,medium,2025-06-30,
BR_0282,Greyhound Variant 282,Hound,AKC,Large,Ancient,500,292,122,in_progress,,,,medium,2025-06-30,
BR_0283,Basset Hound Variant 283,Hound,AKC,Medium,France,500,376,181,in_progress,,,,medium,2025-06-30,
BR_0284,Chihuahua Variant 284,Toy,AKC,Toy,Mexico,500,123,143,in_progress,,,,medium,2025-06-30,
BR_0285,Pug Variant 285,Toy,AKC,Small,China,500,222,12,in_progress,,,,medium,2025-06-30,
BR_0286,Yorkshire Terrier Variant 286,Toy,AKC,Toy,England,500,505,198,complete,,,,medium,2025-06-30,
BR_0287,French Bulldog Variant 287,Non-Sporting,AKC,Small,France,500,246,51,in_progress,,,,medium,2025-06-30,
BR_0288,Poodle Variant 288,Non-Sporting,AKC,Large,Germany,500,315,130,in_progress,,,,medium,2025-06-30,
BR_0289,Boston Terrier Variant 289,Non-Sporting,AKC,Small,USA,500,98,58,not_started,,,,medium,2025-06-30,
BR_0290,Border Collie Variant 290,Herding,AKC,Medium,Scotland,500,183,290,in_progress,,,,high,2025-06-30,
BR_0291,Australian Shepherd Variant 291,Herding,AKC,Medium,USA,500,291,293,in_progress,,,,high,2025-06-30,
BR_0292,Lagotto Romagnolo Variant 292,Sporting,FCI,Medium,Italy,500,189,58,in_progress,,,,high,2025-06-30,
BR_0293,Xolo (Mexican Hairless) Variant 293,Non-Sporting,FCI,Medium,Mexico,500,62,284,not_started,,,,medium,2025-06-30,
BR_0294,Norwegian Lundehund Variant 294,Hound,FCI,Small,Norway,500,473,83,in_progress,,,,medium,2025-06-30,
BR_0295,Telomian Variant 295,Primitive,Rare,Medium,Malaysia,500,338,61,in_progress,,,,low,2025-06-30,
BR_0296,Carolina Dog Variant 296,Primitive,UKC,Medium,USA,500,6,53,not_started,,,,medium,2025-06-30,
BR_0297,Golden Retriever Variant 297,Sporting,AKC,Large,Scotland,500,369,247,in_progress,,,,high,2025-06-30,
BR_0298,Labrador Retriever Variant 298,Sporting,AKC,Large,Newfoundland,500,333,22,in_progress,,,,high,2025-06-30,
BR_0299,Pointer Variant 299,Sporting,AKC,Large,England,500,264,64,in_progress,,,,high,2025-06-30,
BR_0300,English Setter Variant 300,Sporting,AKC,Large,England,500,29,13,not_started,,,,high,2025-06-30,
BR_0301,Irish Setter Variant 301,Sporting,AKC,Large,Ireland,500,319,225,in_progress,,,,high,2025-06-30,
BR_0302,German Shepherd Variant 302,Herding,AKC,Large,Germany,500,228,218,in_progress,,,,high,2025-06-30,
BR_0303,Siberian Husky Variant 303,Working,AKC,Large,Siberia,500,159,31,in_progress,,,,high,2025-06-30,
BR_0304,Rottweiler Variant 304,Working,AKC,Large,Germany,500,37,272,not_started,,,,high,2025-06-30,
BR_0305,Doberman Pinscher Variant 305,Working,AKC,Large,Germany,500,243,275,in_progress,,,,high,2025-06-30,
BR_0306,Great Dane Variant 306,Working,AKC,Giant,Germany,500,180,264,in_progress,,,,high,2025-06-30,
BR_0307,Beagle Variant 307,Hound,AKC,Medium,England,500,334,170,in_progress,,,,medium,2025-06-30,
BR_0308,Bloodhound Variant 308,Hound,AKC,Large,Belgium,500,471,274,in_progress,,,,medium,2025-06-30,
BR_0309,Greyhound Variant 309,Hound,AKC,Large,Ancient,500,204,114,in_progress,,,,medium,2025-06-30,
BR_0310,Basset Hound Variant 310,Hound,AKC,Medium,France,500,331,74,in_progress,,,,medium,2025-06-30,
BR_0311,Chihuahua Variant 311,Toy,AKC,Toy,Mexico,500,239,266,in_progress,,,,medium,2025-06-30,
BR_0312,Pug Variant 312,Toy,AKC,Small,China,500,188,291,in_progress,,,,medium,2025-06-30,
BR_0313,Yorkshire Terrier Variant 313,Toy,AKC,Toy,England,500,534,280,complete,,,,medium,2025-06-30,
BR_0314,French Bulldog Variant 314,Non-Sporting,AKC,Small,France,500,373,276,in_progress,,,,medium,2025-06-30,
BR_0315,Poodle Variant 315,Non-Sporting,AKC,Large,Germany,500,450,167,in_progress,,,,medium,2025-06-30,
BR_0316,Boston Terrier Variant 316,Non-Sporting,AKC,Small,USA,500,223,193,in_progress,,,,medium,2025-06-30,
BR_0317,Border Collie Variant 317,Herding,AKC,Medium,Scotland,500,13,66,not_started,,,,high,2025-06-30,
BR_0318,Australian Shepherd Variant 318,Herding,AKC,Medium,USA,500,166,298,in_progress,,,,high,2025-06-30,
BR_0319,Lagotto Romagnolo Variant 319,Sporting,FCI,Medium,Italy,500,477,171,in_progress,,,,high,2025-06-30,
BR_0320,Xolo (Mexican Hairless) Variant 320,Non-Sporting,FCI,Medium,Mexico,500,78,56,not_started,,,,medium,2025-06-30,
BR_0321,Norwegian Lundehund Variant 321,Hound,FCI,Small,Norway,500,509,255,complete,,,,medium,2025-06-30,
BR_0322,Telomian Variant 322,Primitive,Rare,Medium,Malaysia,500,236,157,in_progress,,,,low,2025-06-30,
BR_0323,Carolina Dog Variant 323,Primitive,UKC,Medium,USA,500,55,150,not_started,,,,medium,2025-06-30,
BR_0324,Golden Retriever Variant 324,Sporting,AKC,Large,Scotland,500,522,283,complete,,,,high,2025-06-30,
BR_0325,Labrador Retriever Variant 325,Sporting,AKC,Large,Newfoundland,500,93,126,not_started,,,,high,2025-06-30,
BR_0326,Pointer Variant 326,Sporting,AKC,Large,England,500,352,0,in_progress,,,,high,2025-06-30,
BR_0327,English Setter Variant 327,Sporting,AKC,Large,England,500,594,86,complete,,,,high,2025-06-30,
BR_0328,Irish Setter Variant 328,Sporting,AKC,Large,Ireland,500,33,174,not_started,,,,high,2025-06-30,
BR_0329,German Shepherd Variant 329,Herding,AKC,Large,Germany,500,41,191,not_started,,,,high,2025-06-30,
BR_0330,Siberian Husky Variant 330,Working,AKC,Large,Siberia,500,18,236,not_started,,,,high,2025-06-30,
BR_0331,Rottweiler Variant 331,Working,AKC,Large,Germany,500,389,168,in_progress,,,,high,2025-06-30,
BR_0332,Doberman Pinscher Variant 332,Working,AKC,Large,Germany,500,61,79,not_started,,,,high,2025-06-30,
BR_0333,Great Dane Variant 333,Working,AKC,Giant,Germany,500,486,232,in_progress,,,,high,2025-06-30,
BR_0334,Beagle Variant 334,Hound,AKC,Medium,England,500,33,144,not_started,,,,medium,2025-06-30,
BR_0335,Bloodhound Variant 335,Hound,AKC,Large,Belgium,500,426,246,in_progress,,,,medium,2025-06-30,
BR_0336,Greyhound Variant 336,Hound,AKC,Large,Ancient,500,49,163,not_started,,,,medium,2025-06-30,
BR_0337,Basset Hound Variant 337,Hound,AKC,Medium,France,500,577,202,complete,,,,medium,2025-06-30,
BR_0338,Chihuahua Variant 338,Toy,AKC,Toy,Mexico,500,475,28,in_progress,,,,medium,2025-06-30,
BR_0339,Pug Variant 339,Toy,AKC,Small,China,500,185,262,in_progress,,,,medium,2025-06-30,
BR_0340,Yorkshire Terrier Variant 340,Toy,AKC,Toy,England,500,25,42,not_started,,,,medium,2025-06-30,
BR_0341,French Bulldog Variant 341,Non-Sporting,AKC,Small,France,500,59,55,not_started,,,,medium,2025-06-30,
BR_0342,Poodle Variant 342,Non-Sporting,AKC,Large,Germany,500,145,196,in_progress,,,,medium,2025-06-30,
BR_0343,Boston Terrier Variant 343,Non-Sporting,AKC,Small,USA,500,135,286,in_progress,,,,medium,2025-06-30,
BR_0344,Border Collie Variant 344,Herding,AKC,Medium,Scotland,500,281,117,in_progress,,,,high,2025-06-30,
BR_0345,Australian Shepherd Variant 345,Herding,AKC,Medium,USA,500,547,250,complete,,,,high,2025-06-30,
BR_0346,Lagotto Romagnolo Variant 346,Sporting,FCI,Medium,Italy,500,343,20,in_progress,,,,high,2025-06-30,
BR_0347,Xolo (Mexican Hairless) Variant 347,Non-Sporting,FCI,Medium,Mexico,500,555,101,complete,,,,medium,2025-06-30,
BR_0348,Norwegian Lundehund Variant 348,Hound,FCI,Small,Norway,500,33,61,not_started,,,,medium,2025-06-30,
BR_0349,Telomian Variant 349,Primitive,Rare,Medium,Malaysia,500,451,61,in_progress,,,,low,2025-06-30,
BR_0350,Carolina Dog Variant 350,Primitive,UKC,Medium,USA,500,194,54,in_progress,,,,medium,2025-06-30,
BR_0351,Golden Retriever Variant 351,Sporting,AKC,Large,Scotland,500,526,275,complete,,,,high,2025-06-30,
BR_0352,Labrador Retriever Variant 352,Sporting,AKC,Large,Newfoundland,500,263,67,in_progress,,,,high,2025-06-30,
BR_0353,Pointer Variant 353,Sporting,AKC,Large,England,500,509,79,complete,,,,high,2025-06-30,
BR_0354,English Setter Variant 354,Sporting,AKC,Large,England,500,269,226,in_progress,,,,high,2025-06-30,
BR_0355,Irish Setter Variant 355,Sporting,AKC,Large,Ireland,500,8,272,not_started,,,,high,2025-06-30,
BR_0356,German Shepherd Variant 356,Herding,AKC,Large,Germany,500,370,10,in_progress,,,,high,2025-06-30,
BR_0357,Siberian Husky Variant 357,Working,AKC,Large,Siberia,500,253,34,in_progress,,,,high,2025-06-30,
BR_0358,Rottweiler Variant 358,Working,AKC,Large,Germany,500,581,66,complete,,,,high,2025-06-30,
BR_0359,Doberman Pinscher Variant 359,Working,AKC,Large,Germany,500,455,166,in_progress,,,,high,2025-06-30,
BR_0360,Great Dane Variant 360,Working,AKC,Giant,Germany,500,515,164,complete,,,,high,2025-06-30,
BR_0361,Beagle Variant 361,Hound,AKC,Medium,England,500,184,288,in_progress,,,,medium,2025-06-30,
BR_0362,Bloodhound Variant 362,Hound,AKC,Large,Belgium,500,361,282,in_progress,,,,medium,2025-06-30,
BR_0363,Greyhound Variant 363,Hound,AKC,Large,Ancient,500,51,59,not_started,,,,medium,2025-06-30,
BR_0364,Basset Hound Variant 364,Hound,AKC,Medium,France,500,141,98,in_progress,,,,medium,2025-06-30,
BR_0365,Chihuahua Variant 365,Toy,AKC,Toy,Mexico,500,502,174,complete,,,,medium,2025-06-30,
BR_0366,Pug Variant 366,Toy,AKC,Small,China,500,548,269,complete,,,,medium,2025-06-30,
BR_0367,Yorkshire Terrier Variant 367,Toy,AKC,Toy,England,500,100,283,in_progress,,,,medium,2025-06-30,
BR_0368,French Bulldog Variant 368,Non-Sporting,AKC,Small,France,500,560,99,complete,,,,medium,2025-06-30,
BR_0369,Poodle Variant 369,Non-Sporting,AKC,Large,Germany,500,250,63,in_progress,,,,medium,2025-06-30,
BR_0370,Boston Terrier Variant 370,Non-Sporting,AKC,Small,USA,500,423,37,in_progress,,,,medium,2025-06-30,
BR_0371,Border Collie Variant 371,Herding,AKC,Medium,Scotland,500,44,251,not_started,,,,high,2025-06-30,
BR_0372,Australian Shepherd Variant 372,Herding,AKC,Medium,USA,500,32,102,not_started,,,,high,2025-06-30,
BR_0373,Lagotto Romagnolo Variant 373,Sporting,FCI,Medium,Italy,500,264,45,in_progress,,,,high,2025-06-30,
BR_0374,Xolo (Mexican Hairless) Variant 374,Non-Sporting,FCI,Medium,Mexico,500,498,263,in_progress,,,,medium,2025-06-30,
BR_0375,Norwegian Lundehund Variant 375,Hound,FCI,Small,Norway,500,63,164,not_started,,,,medium,2025-06-30,
BR_0376,Telomian Variant 376,Primitive,Rare,Medium,Malaysia,500,35,284,not_started,,,,low,2025-06-30,
BR_0377,Carolina Dog Variant 377,Primitive,UKC,Medium,USA,500,329,275,in_progress,,,,medium,2025-06-30,
BR_0378,Golden Retriever Variant 378,Sporting,AKC,Large,Scotland,500,542,164,complete,,,,high,2025-06-30,
BR_0379,Labrador Retriever Variant 379,Sporting,AKC,Large,Newfoundland,500,261,95,in_progress,,,,high,2025-06-30,
BR_0380,Pointer Variant 380,Sporting,AKC,Large,England,500,123,176,in_progress,,,,high,2025-06-30,
BR_0381,English Setter Variant 381,Sporting,AKC,Large,England,500,57,103,not_started,,,,high,2025-06-30,
BR_0382,Irish Setter Variant 382,Sporting,AKC,Large,Ireland,500,320,27,in_progress,,,,high,2025-06-30,
BR_0383,German Shepherd Variant 383,Herding,AKC,Large,Germany,500,242,259,in_progress,,,,high,2025-06-30,
BR_0384,Siberian Husky Variant 384,Working,AKC,Large,Siberia,500,46,14,not_started,,,,high,2025-06-30,
BR_0385,Rottweiler Variant 385,Working,AKC,Large,Germany,500,387,226,in_progress,,,,high,2025-06-30,
BR_0386,Doberman Pinscher Variant 386,Working,AKC,Large,Germany,500,558,231,complete,,,,high,2025-06-30,
BR_0387,Great Dane Variant 387,Working,AKC,Giant,Germany,500,383,219,in_progress,,,,high,2025-06-30,
BR_0388,Beagle Variant 388,Hound,AKC,Medium,England,500,190,275,in_progress,,,,medium,2025-06-30,
BR_0389,Bloodhound Variant 389,Hound,AKC,Large,Belgium,500,541,42,complete,,,,medium,2025-06-30,
BR_0390,Greyhound Variant 390,Hound,AKC,Large,Ancient,500,498,153,in_progress,,,,medium,2025-06-30,
BR_0391,Basset Hound Variant 391,Hound,AKC,Medium,France,500,72,246,not_started,,,,medium,2025-06-30,
BR_0392,Chihuahua Variant 392,Toy,AKC,Toy,Mexico,500,131,200,in_progress,,,,medium,2025-06-30,
BR_0393,Pug Variant 393,Toy,AKC,Small,China,500,200,221,in_progress,,,,medium,2025-06-30,
BR_0394,Yorkshire Terrier Variant 394,Toy,AKC,Toy,England,500,88,212,not_started,,,,medium,2025-06-30,
BR_0395,French Bulldog Variant 395,Non-Sporting,AKC,Small,France,500,48,191,not_started,,,,medium,2025-06-30,
BR_0396,Poodle Variant 396,Non-Sporting,AKC,Large,Germany,500,195,267,in_progress,,,,medium,2025-06-30,
BR_0397,Boston Terrier Variant 397,Non-Sporting,AKC,Small,USA,500,422,129,in_progress,,,,medium,2025-06-30,
BR_0398,Border Collie Variant 398,Herding,AKC,Medium,Scotland,500,7,252,not_started,,,,high,2025-06-30,
BR_0399,Australian Shepherd Variant 399,Herding,AKC,Medium,USA,500,496,280,in_progress,,,,high,2025-06-30,
BR_0400,Lagotto Romagnolo Variant 400,Sporting,FCI,Medium,Italy,500,80,50,not_started,,,,high,2025-06-30,
BR_0401,Xolo (Mexican Hairless) Variant 401,Non-Sporting,FCI,Medium,Mexico,500,585,93,complete,,,,medium,2025-06-30,
BR_0402,Norwegian Lundehund Variant 402,Hound,FCI,Small,Norway,500,108,128,in_progress,,,,medium,2025-06-30,
BR_0403,Telomian Variant 403,Primitive,Rare,Medium,Malaysia,500,115,2,in_progress,,,,low,2025-06-30,
BR_0404,Carolina Dog Variant 404,Primitive,UKC,Medium,USA,500,257,78,in_progress,,,,medium,2025-06-30,
BR_0405,Golden Retriever Variant 405,Sporting,AKC,Large,Scotland,500,131,43,in_progress,,,,high,2025-06-30,
BR_0406,Labrador Retriever Variant 406,Sporting,AKC,Large,Newfoundland,500,526,87,complete,,,,high,2025-06-30,
BR_0407,Pointer Variant 407,Sporting,AKC,Large,England,500,76,144,not_started,,,,high,2025-06-30,
BR_0408,English Setter Variant 408,Sporting,AKC,Large,England,500,578,96,complete,,,,high,2025-06-30,
BR_0409,Irish Setter Variant 409,Sporting,AKC,Large,Ireland,500,87,169,not_started,,,,high,2025-06-30,
BR_0410,German Shepherd Variant 410,Herding,AKC,Large,Germany,500,143,212,in_progress,,,,high,2025-06-30,
BR_0411,Siberian Husky Variant 411,Working,AKC,Large,Siberia,500,147,71,in_progress,,,,high,2025-06-30,
BR_0412,Rottweiler Variant 412,Working,AKC,Large,Germany,500,279,289,in_progress,,,,high,2025-06-30,
BR_0413,Doberman Pinscher Variant 413,Working,AKC,Large,Germany,500,127,124,in_progress,,,,high,2025-06-30,
BR_0414,Great Dane Variant 414,Working,AKC,Giant,Germany,500,183,216,in_progress,,,,high,2025-06-30,
BR_0415,Beagle Variant 415,Hound,AKC,Medium,England,500,170,31,in_progress,,,,medium,2025-06-30,
BR_0416,Bloodhound Variant 416,Hound,AKC,Large,Belgium,500,11,197,not_started,,,,medium,2025-06-30,
BR_0417,Greyhound Variant 417,Hound,AKC,Large,Ancient,500,517,165,complete,,,,medium,2025-06-30,
BR_0418,Basset Hound Variant 418,Hound,AKC,Medium,France,500,18,283,not_started,,,,medium,2025-06-30,
BR_0419,Chihuahua Variant 419,Toy,AKC,Toy,Mexico,500,16,221,not_started,,,,medium,2025-06-30,
BR_0420,Pug Variant 420,Toy,AKC,Small,China,500,127,127,in_progress,,,,medium,2025-06-30,
BR_0421,Yorkshire Terrier Variant 421,Toy,AKC,Toy,England,500,267,62,in_progress,,,,medium,2025-06-30,
BR_0422,French Bulldog Variant 422,Non-Sporting,AKC,Small,France,500,292,86,in_progress,,,,medium,2025-06-30,
BR_0423,Poodle Variant 423,Non-Sporting,AKC,Large,Germany,500,167,283,in_progress,,,,medium,2025-06-30,
BR_0424,Boston Terrier Variant 424,Non-Sporting,AKC,Small,USA,500,119,45,in_progress,,,,medium,2025-06-30,
BR_0425,Border Collie Variant 425,Herding,AKC,Medium,Scotland,500,236,271,in_progress,,,,high,2025-06-30,
BR_0426,Australian Shepherd Variant 426,Herding,AKC,Medium,USA,500,219,222,in_progress,,,,high,2025-06-30,
BR_0427,Lagotto Romagnolo Variant 427,Sporting,FCI,Medium,Italy,500,204,171,in_progress,,,,high,2025-06-30,
BR_0428,Xolo (Mexican Hairless) Variant 428,Non-Sporting,FCI,Medium,Mexico,500,448,235,in_progress,,,,medium,2025-06-30,
BR_0429,Norwegian Lundehund Variant 429,Hound,FCI,Small,Norway,500,83,116,not_started,,,,medium,2025-06-30,
BR_0430,Telomian Variant 430,Primitive,Rare,Medium,Malaysia,500,370,105,in_progress,,,,low,2025-06-30,
BR_0431,Carolina Dog Variant 431,Primitive,UKC,Medium,USA,500,521,122,complete,,,,medium,2025-06-30,
BR_0432,Golden Retriever Variant 432,Sporting,AKC,Large,Scotland,500,191,5,in_progress,,,,high,2025-06-30,
BR_0433,Labrador Retriever Variant 433,Sporting,AKC,Large,Newfoundland,500,338,134,in_progress,,,,high,2025-06-30,
BR_0434,Pointer Variant 434,Sporting,AKC,Large,England,500,19,7,not_started,,,,high,2025-06-30,
BR_0435,English Setter Variant 435,Sporting,AKC,Large,England,500,263,184,in_progress,,,,high,2025-06-30,
BR_0436,Irish Setter Variant 436,Sporting,AKC,Large,Ireland,500,270,144,in_progress,,,,high,2025-06-30,
BR_0437,German Shepherd Variant 437,Herding,AKC,Large,Germany,500,61,254,not_started,,,,high,2025-06-30,
BR_0438,Siberian Husky Variant 438,Working,AKC,Large,Siberia,500,586,183,complete,,,,high,2025-06-30,
BR_0439,Rottweiler Variant 439,Working,AKC,Large,Germany,500,446,113,in_progress,,,,high,2025-06-30,
BR_0440,Doberman Pinscher Variant 440,Working,AKC,Large,Germany,500,336,196,in_progress,,,,high,2025-06-30,
BR_0441,Great Dane Variant 441,Working,AKC,Giant,Germany,500,480,59,in_progress,,,,high,2025-06-30,
BR_0442,Beagle Variant 442,Hound,AKC,Medium,England,500,5,145,not_started,,,,medium,2025-06-30,
BR_0443,Bloodhound Variant 443,Hound,AKC,Large,Belgium,500,405,96,in_progress,,,,medium,2025-06-30,
BR_0444,Greyhound Variant 444,Hound,AKC,Large,Ancient,500,441,145,in_progress,,,,medium,2025-06-30,
BR_0445,Basset Hound Variant 445,Hound,AKC,Medium,France,500,33,109,not_started,,,,medium,2025-06-30,
BR_0446,Chihuahua Variant 446,Toy,AKC,Toy,Mexico,500,513,233,complete,,,,medium,2025-06-30,
BR_0447,Pug Variant 447,Toy,AKC,Small,China,500,483,62,in_progress,,,,medium,2025-06-30,
BR_0448,Yorkshire Terrier Variant 448,Toy,AKC,Toy,England,500,538,194,complete,,,,medium,2025-06-30,
BR_0449,French Bulldog Variant 449,Non-Sporting,AKC,Small,France,500,524,93,complete,,,,medium,2025-06-30,
